id_cliente,nombre,id_tipo_cliente,id_etapa_trazabilidad,ciudad,email,telefono,fecha_registro,estado
297,Valentina Gutierrez,1,5,Cali,cliente297@gmail.com,303361510,2025-04-11,activo
298,Daniela Ortiz,1,5,Cucuta,cliente298@gmail.com,327136687,2025-12-02,activo
299,Juan Ortiz,1,4,Pereira,cliente299@gmail.com,305436878,2025-05-17,activo
300,Totto Chipichape #4,4,5,Cartagena,cliente300@empresa.com.co,317183841,2025-04-03,activo
301,Mateo Cortes,1,5,Bogota,cliente301@gmail.com,317232293,2025-06-25,activo
302,Valentina Torres,1,4,Bogota,cliente302@gmail.com,311419843,2024-09-09,activo
303,Grupo Empresarial Sur #72,3,4,Ibague,cliente303@empresa.com.co,314713925,2025-06-14,activo
304,Juan Gutierrez,1,5,Bogota,cliente304@gmail.com,326069909,2024-06-14,activo
305,Totto El Tesoro #4,4,5,Bogota,cliente305@empresa.com.co,301760793,2025-07-21,activo
306,Camila Morales,1,5,Cali,cliente306@gmail.com,312948178,2025-09-13,activo
307,Soluciones TI SAS #31,3,4,Bogota,cliente307@empresa.com.co,323276065,2024-06-08,activo
308,David Gutierrez,1,5,Manizales,cliente308@gmail.com,318031780,2026-02-20,activo
309,Nicolas Garcia,1,4,Cali,cliente309@gmail.com,312661307,2025-09-22,activo
310,Natalia Rivera,1,3,Manizales,cliente310@gmail.com,315693260,2025-03-29,activo
311,Camila Rojas,1,2,Cali,cliente311@gmail.com,308438733,2024-07-04,inactivo
312,Carlos Torres,1,3,Bucaramanga,cliente312@gmail.com,312666893,2024-07-30,activo
313,Mariana Pena,1,2,Bogota,cliente313@gmail.com,327017548,2025-03-08,inactivo
314,Camila Ortiz,1,5,Medellin,cliente314@gmail.com,314184459,2025-10-31,activo
315,Valentina Gutierrez,1,2,Cali,cliente315@gmail.com,304558545,2025-05-09,inactivo
316,Andrea Gomez,1,5,Cucuta,cliente316@gmail.com,306595355,2025-11-10,activo
317,Daniela Garcia,1,5,Bogota,cliente317@gmail.com,324442778,2024-12-06,activo
318,Juan Pena,1,4,Bogota,cliente318@gmail.com,304623062,2025-05-24,activo
319,Daniela Castro,1,1,Medellin,cliente319@gmail.com,301047572,2025-12-08,inactivo
320,Mateo Garcia,1,3,Bogota,cliente320@gmail.com,305205279,2025-11-07,activo
321,Laura Lopez,1,5,Barranquilla,cliente321@gmail.com,321432519,2025-04-10,activo
322,Santiago Gomez,1,5,Cartagena,cliente322@gmail.com,314991829,2025-12-28,activo
323,Nicolas Castro,1,5,Bogota,cliente323@gmail.com,303923366,2025-07-30,activo
324,Mateo Rodriguez,1,3,Bogota,cliente324@gmail.com,308062546,2026-03-23,activo
325,Diego Lopez,1,5,Cucuta,cliente325@gmail.com,322066326,2025-04-18,activo
326,Natalia Gutierrez,1,4,Cali,cliente326@gmail.com,319610704,2026-02-19,activo
327,Liceo Moderno #58,2,3,Cartagena,cliente327@empresa.com.co,324716988,2025-09-18,activo
328,Andrea Rodriguez,1,5,Pereira,cliente328@gmail.com,329748499,2024-11-27,activo
329,Sofia Gutierrez,1,4,Bogota,cliente329@gmail.com,321522621,2026-05-13,activo
330,Almacenes Exito #31,5,5,Bogota,cliente330@empresa.com.co,318151684,2025-10-22,activo
331,Totto C.C. Andino #16,4,5,Bogota,cliente331@empresa.com.co,328441741,2025-07-14,activo
332,Totto C.C. Andino #29,4,5,Bogota,cliente332@empresa.com.co,306404139,2025-10-16,activo
333,Andrea Garcia,1,4,Cucuta,cliente333@gmail.com,303117143,2026-05-01,activo
334,Distrimax SAS #40,5,5,Medellin,cliente334@empresa.com.co,326455706,2026-02-11,activo
335,Seguros Bolivar Ltda #77,3,3,Bogota,cliente335@empresa.com.co,325947563,2026-01-18,activo
336,Carlos Mendoza,1,4,Cali,cliente336@gmail.com,328217547,2024-11-13,activo
337,Valentina Lopez,1,4,Bogota,cliente337@gmail.com,324607488,2025-10-15,activo
338,Paula Gutierrez,1,5,Bucaramanga,cliente338@gmail.com,307942639,2024-07-18,activo
339,Felipe Gutierrez,1,5,Cali,cliente339@gmail.com,317979148,2025-12-22,activo
340,Valentina Castro,1,5,Barranquilla,cliente340@gmail.com,316243275,2026-02-28,activo
341,Mateo Rojas,1,4,Bogota,cliente341@gmail.com,308956894,2024-06-18,activo
342,Soluciones TI SAS #12,3,4,Bogota,cliente342@empresa.com.co,302564141,2026-02-20,activo
343,Paula Lopez,1,4,Cucuta,cliente343@gmail.com,327251976,2025-12-28,activo
344,Falabella #36,5,5,Medellin,cliente344@empresa.com.co,306530541,2025-12-05,activo
345,Valentina Suarez,1,5,Medellin,cliente345@gmail.com,318095702,2025-08-26,activo
346,Importadora Global #93,3,4,Ibague,cliente346@empresa.com.co,305825620,2025-12-06,activo
347,Andrea Morales,1,3,Medellin,cliente347@gmail.com,312738129,2025-11-14,activo
348,Nicolas Mendoza,1,3,Bogota,cliente348@gmail.com,303595941,2025-02-11,activo
349,Natalia Torres,1,4,Bogota,cliente349@gmail.com,306873938,2024-11-16,activo
350,Catalina Rojas,1,4,Bogota,cliente350@gmail.com,305673599,2026-05-13,activo
351,Nicolas Torres,1,4,Medellin,cliente351@gmail.com,311440466,2025-10-03,activo
352,Andrea Vargas,1,5,Cucuta,cliente352@gmail.com,304026879,2025-12-19,activo
353,Mateo Morales,1,4,Medellin,cliente353@gmail.com,316889195,2026-02-23,activo
354,Almacenes Exito #12,5,5,Medellin,cliente354@empresa.com.co,307724045,2025-08-16,activo
355,Juan Garcia,1,4,Ibague,cliente355@gmail.com,321514340,2024-11-14,activo
356,Almacenes Exito #34,5,5,Barranquilla,cliente356@empresa.com.co,307311494,2025-08-12,activo
357,Paula Gutierrez,1,5,Bogota,cliente357@gmail.com,313640889,2024-10-06,activo
358,Mariana Morales,1,3,Bogota,cliente358@gmail.com,326442241,2025-12-14,activo
359,Nicolas Rivera,1,3,Bogota,cliente359@gmail.com,301882629,2026-04-29,activo
360,Totto Unicentro #6,4,5,Cucuta,cliente360@empresa.com.co,321834876,2026-05-18,activo
361,Juan Vargas,1,5,Medellin,cliente361@gmail.com,318113787,2025-11-28,activo
362,Natalia Rivera,1,5,Bogota,cliente362@gmail.com,317948850,2026-01-09,activo
363,Mateo Ramirez,1,4,Bogota,cliente363@gmail.com,322909540,2025-06-22,activo
364,Mariana Suarez,1,5,Cali,cliente364@gmail.com,305752087,2024-08-05,activo
365,Consultora Vertex #87,3,4,Bogota,cliente365@empresa.com.co,329164342,2024-09-02,activo
366,Totto Chipichape #22,4,5,Cucuta,cliente366@empresa.com.co,311761976,2026-02-11,activo
367,Logistica Andina #51,3,4,Barranquilla,cliente367@empresa.com.co,321919088,2025-07-02,activo
368,Andres Ramirez,1,2,Medellin,cliente368@gmail.com,314543918,2025-02-24,activo
369,Santiago Vargas,1,5,Bucaramanga,cliente369@gmail.com,316504979,2025-05-24,activo
370,Valentina Gomez,1,1,Bogota,cliente370@gmail.com,318225192,2025-10-05,activo
371,Laura Garcia,1,3,Pereira,cliente371@gmail.com,319935249,2025-05-23,activo
372,Daniela Mendoza,1,4,Cali,cliente372@gmail.com,326941939,2026-01-15,activo
373,Juan Ortiz,1,4,Barranquilla,cliente373@gmail.com,321709714,2025-07-13,activo
374,Paula Gomez,1,5,Pereira,cliente374@gmail.com,312306317,2025-12-27,activo
375,Felipe Cortes,1,3,Pereira,cliente375@gmail.com,317785090,2026-02-15,activo
376,Colegio Los Andes #38,2,4,Pereira,cliente376@empresa.com.co,307795314,2025-10-16,activo
377,Andres Castro,1,4,Cali,cliente377@gmail.com,308719145,2025-11-24,activo
378,Mariana Martinez,1,5,Manizales,cliente378@gmail.com,312776088,2026-02-18,activo
379,Daniela Suarez,1,5,Cartagena,cliente379@gmail.com,327718433,2024-09-01,activo
380,Diego Martinez,1,4,Bucaramanga,cliente380@gmail.com,316205543,2024-09-24,activo
381,Consultora Vertex #44,3,5,Pereira,cliente381@empresa.com.co,306587964,2025-06-01,activo
382,Laura Martinez,1,5,Bogota,cliente382@gmail.com,322913049,2025-08-19,activo
383,Tiendas Multimarca SA #33,5,5,Barranquilla,cliente383@empresa.com.co,306861544,2024-12-05,activo
384,Mariana Garcia,1,4,Cali,cliente384@gmail.com,302724773,2025-12-14,activo
385,Santiago Vargas,1,5,Bucaramanga,cliente385@gmail.com,303910830,2025-06-25,activo
386,Tiendas Multimarca SA #10,5,5,Medellin,cliente386@empresa.com.co,322264218,2025-08-30,activo
387,Falabella #32,5,5,Bogota,cliente387@empresa.com.co,318531380,2026-04-06,activo
388,Nicolas Rivera,1,4,Bogota,cliente388@gmail.com,316303930,2025-01-03,activo
389,Gimnasio Campestre #57,2,4,Bogota,cliente389@empresa.com.co,308867190,2025-07-25,activo
390,Carlos Morales,1,5,Barranquilla,cliente390@gmail.com,311942411,2024-07-03,activo
391,Constructora del Valle #65,3,5,Ibague,cliente391@empresa.com.co,306207779,2026-04-29,activo
392,Universidad del Norte #58,2,3,Bogota,cliente392@empresa.com.co,301954456,2025-11-28,activo
393,Mariana Morales,1,3,Bogota,cliente393@gmail.com,302514923,2025-01-19,activo
394,Andrea Rivera,1,4,Cartagena,cliente394@gmail.com,327450545,2025-10-05,activo
395,Carlos Cortes,1,4,Bogota,cliente395@gmail.com,321688246,2026-05-19,activo
396,Carlos Cortes,1,5,Medellin,cliente396@gmail.com,324158134,2024-09-26,activo
397,Institucion Educativa Nacional #78,2,5,Barranquilla,cliente397@empresa.com.co,319411547,2024-11-06,activo
398,Santiago Rodriguez,1,5,Barranquilla,cliente398@gmail.com,312736473,2025-09-15,activo
399,Felipe Martinez,1,1,Cucuta,cliente399@gmail.com,323895058,2024-09-17,inactivo
400,Camila Torres,1,5,Cucuta,cliente400@gmail.com,328344365,2025-03-30,activo
401,Carlos Mendoza,1,4,Medellin,cliente401@gmail.com,323663319,2024-12-15,activo
402,Distrimax SAS #24,5,5,Medellin,cliente402@empresa.com.co,317499771,2026-03-06,activo
403,Paula Castro,1,1,Bogota,cliente403@gmail.com,321878547,2024-06-23,activo
404,Felipe Martinez,1,3,Medellin,cliente404@gmail.com,312585546,2026-02-13,activo
405,Catalina Ortiz,1,1,Ibague,cliente405@gmail.com,315227787,2024-10-12,inactivo
406,Consultora Vertex #85,3,5,Cartagena,cliente406@empresa.com.co,323522845,2025-12-08,activo
407,Constructora del Valle #11,3,4,Bucaramanga,cliente407@empresa.com.co,323372774,2025-08-25,activo
408,Mariana Morales,1,5,Bogota,cliente408@gmail.com,327575963,2026-03-26,activo
409,Santiago Rivera,1,5,Cartagena,cliente409@gmail.com,322421349,2025-05-13,activo
410,Sofia Pena,1,5,Bogota,cliente410@gmail.com,316510922,2025-10-07,activo
411,Santiago Mendoza,1,3,Bogota,cliente411@gmail.com,308103580,2025-05-20,activo
412,Diego Rojas,1,4,Cali,cliente412@gmail.com,307083379,2024-12-11,activo
413,Colegio Britanico #24,2,4,Bogota,cliente413@empresa.com.co,306733317,2025-04-24,activo
414,Natalia Ramirez,1,1,Bogota,cliente414@gmail.com,303307963,2025-03-10,activo
415,Santiago Martinez,1,5,Cali,cliente415@gmail.com,312696860,2024-12-27,activo
416,Diego Pena,1,4,Pereira,cliente416@gmail.com,329833734,2025-12-14,activo
417,Camila Castro,1,4,Medellin,cliente417@gmail.com,323198638,2024-08-15,activo
418,Andrea Ortiz,1,5,Ibague,cliente418@gmail.com,303722056,2024-09-11,activo
419,Laura Rivera,1,5,Cali,cliente419@gmail.com,308342941,2025-10-19,activo
420,Camila Suarez,1,3,Bogota,cliente420@gmail.com,314985095,2025-01-22,activo
421,Carlos Rivera,1,1,Bogota,cliente421@gmail.com,318531761,2025-02-08,activo
422,Daniela Pena,1,3,Bogota,cliente422@gmail.com,306192009,2025-03-13,activo
423,Natalia Ramirez,1,5,Cali,cliente423@gmail.com,318391997,2025-10-10,activo
424,Seguros Bolivar Ltda #99,3,5,Bogota,cliente424@empresa.com.co,317406756,2024-09-29,activo
425,Diego Mendoza,1,1,Barranquilla,cliente425@gmail.com,313718884,2025-10-22,activo
426,Sebastian Rivera,1,5,Cucuta,cliente426@gmail.com,305194357,2024-07-08,activo
427,Camila Jimenez,1,2,Barranquilla,cliente427@gmail.com,312721170,2026-02-18,inactivo
428,Liceo Moderno #37,2,4,Cartagena,cliente428@empresa.com.co,303689594,2025-01-31,activo
429,Constructora del Valle #58,3,3,Bogota,cliente429@empresa.com.co,323472100,2026-03-07,activo
430,Paula Martinez,1,5,Cartagena,cliente430@gmail.com,308568671,2025-04-22,activo
431,Mariana Gomez,1,3,Cali,cliente431@gmail.com,311893502,2025-11-09,activo
432,David Mendoza,1,2,Bogota,cliente432@gmail.com,314955699,2024-11-25,inactivo
433,David Martinez,1,2,Pereira,cliente433@gmail.com,314767135,2024-11-05,inactivo
434,Almacenes Exito #21,5,5,Medellin,cliente434@empresa.com.co,306625238,2024-10-10,activo
435,Gimnasio Campestre #18,2,3,Barranquilla,cliente435@empresa.com.co,305813037,2025-05-25,activo
436,Natalia Garcia,1,4,Bucaramanga,cliente436@gmail.com,328870361,2024-11-12,activo
437,Comercializadora La 70 #40,5,5,Ibague,cliente437@empresa.com.co,302329187,2025-09-12,activo
438,Andres Vargas,1,5,Barranquilla,cliente438@gmail.com,303508522,2024-07-22,activo
439,Catalina Rivera,1,4,Bogota,cliente439@gmail.com,328101036,2025-04-30,activo
440,Soluciones TI SAS #37,3,4,Bucaramanga,cliente440@empresa.com.co,306052478,2025-11-17,activo
441,Valentina Rodriguez,1,3,Medellin,cliente441@gmail.com,308043503,2025-02-23,activo
442,Tiendas Multimarca SA #30,5,5,Bogota,cliente442@empresa.com.co,302859886,2026-02-15,activo
443,Natalia Rivera,1,4,Medellin,cliente443@gmail.com,321275739,2025-11-05,activo
444,Diego Cortes,1,4,Pereira,cliente444@gmail.com,303408819,2026-03-11,activo
445,Sofia Suarez,1,5,Bogota,cliente445@gmail.com,306919270,2025-08-01,activo
446,Totto Unicentro #19,4,5,Bogota,cliente446@empresa.com.co,314142605,2025-08-23,activo
447,Juan Mendoza,1,5,Bucaramanga,cliente447@gmail.com,312135470,2024-09-03,activo
448,Colegio San Jose #50,2,4,Manizales,cliente448@empresa.com.co,311730386,2024-10-08,activo
449,David Rojas,1,5,Ibague,cliente449@gmail.com,311272499,2024-10-09,activo
450,Constructora del Valle #9,3,5,Medellin,cliente450@empresa.com.co,315045421,2024-11-26,activo
451,Consultora Vertex #85,3,4,Medellin,cliente451@empresa.com.co,322739191,2025-06-06,activo
452,Nicolas Castro,1,4,Cali,cliente452@gmail.com,301743829,2024-09-26,activo
453,Mariana Pena,1,5,Ibague,cliente453@gmail.com,313937508,2024-12-03,activo
454,Carlos Jimenez,1,3,Medellin,cliente454@gmail.com,324058117,2025-12-09,activo
455,Santiago Martinez,1,4,Ibague,cliente455@gmail.com,328678589,2025-04-23,activo
456,Camila Morales,1,5,Bogota,cliente456@gmail.com,301734947,2024-10-01,activo
457,Sebastian Rodriguez,1,4,Medellin,cliente457@gmail.com,316202210,2026-01-18,activo
458,Diego Ortiz,1,2,Bogota,cliente458@gmail.com,328942330,2025-08-19,activo
459,Colegio Britanico #5,2,3,Bogota,cliente459@empresa.com.co,324206183,2024-09-29,activo
460,Sofia Rojas,1,2,Bucaramanga,cliente460@gmail.com,306568772,2025-09-21,activo
461,Mateo Lopez,1,4,Pereira,cliente461@gmail.com,318330827,2026-01-02,activo
462,David Gutierrez,1,5,Pereira,cliente462@gmail.com,316688090,2024-10-27,activo
463,Laura Jimenez,1,5,Bogota,cliente463@gmail.com,329347057,2024-07-12,activo
464,Mariana Mendoza,1,5,Cucuta,cliente464@gmail.com,312385991,2024-06-29,activo
465,Paula Martinez,1,3,Medellin,cliente465@gmail.com,314027557,2026-04-04,activo
466,Catalina Morales,1,5,Cali,cliente466@gmail.com,312721307,2024-06-30,activo
467,Juan Castro,1,5,Ibague,cliente467@gmail.com,325960015,2026-04-26,activo
468,Sofia Gutierrez,1,1,Cucuta,cliente468@gmail.com,328149041,2025-09-04,inactivo
469,Logistica Andina #89,3,5,Medellin,cliente469@empresa.com.co,316897979,2025-06-07,activo
470,Carlos Rodriguez,1,2,Barranquilla,cliente470@gmail.com,326914963,2024-09-09,activo
471,Andrea Suarez,1,4,Bogota,cliente471@gmail.com,311962308,2025-10-21,activo
472,Juan Ortiz,1,3,Barranquilla,cliente472@gmail.com,319608154,2026-04-30,activo
473,Laura Gomez,1,5,Barranquilla,cliente473@gmail.com,308351320,2025-04-16,activo
474,Soluciones TI SAS #17,3,5,Bogota,cliente474@empresa.com.co,304959345,2025-10-12,activo
475,Importadora Global #83,3,5,Cucuta,cliente475@empresa.com.co,317075878,2025-10-05,activo
476,David Cortes,1,1,Cali,cliente476@gmail.com,303574265,2026-02-16,activo
477,Carlos Rojas,1,3,Bogota,cliente477@gmail.com,318448065,2026-04-02,activo
478,Juan Cortes,1,3,Barranquilla,cliente478@gmail.com,309882862,2024-11-03,activo
479,Mariana Ortiz,1,5,Medellin,cliente479@gmail.com,315675638,2025-09-12,activo
480,Daniela Lopez,1,4,Barranquilla,cliente480@gmail.com,304121368,2026-05-21,activo
481,Natalia Mendoza,1,4,Ibague,cliente481@gmail.com,312975701,2025-03-20,activo
482,Constructora del Valle #34,3,3,Cartagena,cliente482@empresa.com.co,328487220,2025-07-14,activo
483,Universidad Central #79,2,4,Pereira,cliente483@empresa.com.co,319240971,2025-03-18,activo
484,Sebastian Lopez,1,4,Barranquilla,cliente484@gmail.com,302242387,2026-01-03,activo
485,Universidad del Norte #23,2,4,Cartagena,cliente485@empresa.com.co,328467726,2025-04-10,activo
486,Soluciones TI SAS #88,3,4,Bogota,cliente486@empresa.com.co,316828829,2025-06-28,activo
487,Juan Pena,1,3,Medellin,cliente487@gmail.com,325871470,2025-02-19,activo
488,Sofia Hernandez,1,5,Barranquilla,cliente488@gmail.com,323920762,2025-03-07,activo
489,Mariana Mendoza,1,5,Bogota,cliente489@gmail.com,303036124,2025-02-24,activo
490,Sebastian Garcia,1,3,Bogota,cliente490@gmail.com,309288312,2025-08-09,activo
491,Andres Rojas,1,2,Cali,cliente491@gmail.com,327189302,2025-04-30,inactivo
492,Carlos Pena,1,5,Pereira,cliente492@gmail.com,302446455,2025-06-09,activo
493,Juan Morales,1,3,Bogota,cliente493@gmail.com,319030667,2025-02-01,activo
494,Diego Suarez,1,5,Medellin,cliente494@gmail.com,312237331,2025-07-23,activo
495,Santiago Castro,1,3,Cali,cliente495@gmail.com,322244282,2025-12-03,activo
496,Seguros Bolivar Ltda #60,3,4,Bucaramanga,cliente496@empresa.com.co,329679860,2026-04-19,activo
497,Mariana Garcia,1,3,Bogota,cliente497@gmail.com,324052834,2024-06-06,activo
498,Santiago Suarez,1,4,Manizales,cliente498@gmail.com,321929673,2024-11-23,activo
499,Totto C.C. Andino #17,4,5,Bogota,cliente499@empresa.com.co,306102363,2026-04-04,activo
500,Laura Hernandez,1,5,Bogota,cliente500@gmail.com,314782763,2025-05-16,activo
501,Mariana Mendoza,1,1,Bogota,cliente501@gmail.com,312323049,2025-01-08,inactivo
502,Constructora del Valle #26,3,5,Cali,cliente502@empresa.com.co,325604524,2025-01-11,activo
503,Santiago Morales,1,2,Bucaramanga,cliente503@gmail.com,329950276,2024-12-14,activo
504,Juan Mendoza,1,5,Bogota,cliente504@gmail.com,323829240,2024-10-09,activo
505,Nicolas Cortes,1,3,Bogota,cliente505@gmail.com,303872269,2025-06-14,activo
506,Institucion Educativa Nacional #73,2,5,Bogota,cliente506@empresa.com.co,301476028,2025-07-14,activo
507,Juan Rodriguez,1,5,Ibague,cliente507@gmail.com,325440189,2025-05-15,activo
508,Consultora Vertex #27,3,5,Cali,cliente508@empresa.com.co,327989166,2024-07-02,activo
509,Andrea Gomez,1,4,Cucuta,cliente509@gmail.com,315859883,2025-08-08,activo
510,Consultora Vertex #39,3,4,Manizales,cliente510@empresa.com.co,315108369,2024-11-12,activo
511,David Morales,1,3,Cali,cliente511@gmail.com,312224284,2025-03-23,activo
512,Consultora Vertex #8,3,4,Manizales,cliente512@empresa.com.co,308375356,2025-02-10,activo
513,Paula Jimenez,1,5,Cartagena,cliente513@gmail.com,314422938,2024-12-15,activo
514,Constructora del Valle #78,3,4,Medellin,cliente514@empresa.com.co,306244264,2025-09-24,activo
515,Felipe Rojas,1,4,Barranquilla,cliente515@gmail.com,313193891,2025-04-22,activo
516,Mariana Mendoza,1,5,Bogota,cliente516@gmail.com,322781470,2025-11-13,activo
517,Constructora del Valle #31,3,3,Bogota,cliente517@empresa.com.co,313055576,2024-08-08,activo
518,Mateo Gutierrez,1,5,Barranquilla,cliente518@gmail.com,303363534,2025-08-12,activo
519,Valentina Rodriguez,1,5,Bogota,cliente519@gmail.com,317444964,2025-03-09,activo
520,Andrea Suarez,1,4,Medellin,cliente520@gmail.com,303679315,2026-05-13,activo
521,Felipe Cortes,1,1,Barranquilla,cliente521@gmail.com,326246485,2025-03-19,activo
522,Sebastian Hernandez,1,3,Bucaramanga,cliente522@gmail.com,319635649,2025-10-12,activo
523,Comercializadora La 70 #32,5,5,Bogota,cliente523@empresa.com.co,319344488,2024-08-14,activo
524,Colegio San Jose #12,2,3,Cali,cliente524@empresa.com.co,319479950,2024-12-15,activo
525,Carlos Torres,1,4,Bogota,cliente525@gmail.com,306920597,2026-03-06,activo
526,Camila Rodriguez,1,1,Medellin,cliente526@gmail.com,319302946,2024-11-11,inactivo
527,Andrea Jimenez,1,4,Bogota,cliente527@gmail.com,311137194,2025-06-09,activo
528,Valentina Suarez,1,5,Cartagena,cliente528@gmail.com,305437118,2024-11-16,activo
529,Mariana Ortiz,1,4,Manizales,cliente529@gmail.com,311759041,2025-09-12,activo
530,David Rodriguez,1,5,Medellin,cliente530@gmail.com,324265774,2025-01-26,activo
531,Mariana Pena,1,5,Ibague,cliente531@gmail.com,312233658,2025-09-20,activo
532,David Mendoza,1,4,Bucaramanga,cliente532@gmail.com,315692934,2025-05-01,activo
533,Andrea Rivera,1,5,Cali,cliente533@gmail.com,303158613,2026-04-21,activo
534,Valentina Ortiz,1,5,Barranquilla,cliente534@gmail.com,316688907,2024-10-23,activo
535,Catalina Rojas,1,4,Bogota,cliente535@gmail.com,304339637,2025-04-21,activo
536,Colegio Los Andes #65,2,4,Medellin,cliente536@empresa.com.co,301760064,2025-09-22,activo
537,Colegio San Jose #18,2,4,Cucuta,cliente537@empresa.com.co,326587495,2024-11-16,activo
538,Natalia Mendoza,1,4,Bogota,cliente538@gmail.com,313498809,2026-05-16,activo
539,Totto Chipichape #29,4,5,Cali,cliente539@empresa.com.co,323345135,2026-01-28,activo
540,Felipe Rivera,1,5,Barranquilla,cliente540@gmail.com,313726331,2024-08-04,activo
541,Colegio Los Andes #79,2,3,Bogota,cliente541@empresa.com.co,326020319,2026-01-16,activo
542,Institucion Educativa Nacional #65,2,3,Barranquilla,cliente542@empresa.com.co,329931180,2024-06-27,activo
543,Natalia Cortes,1,5,Bogota,cliente543@gmail.com,318967375,2025-02-15,activo
544,Andres Rojas,1,5,Cucuta,cliente544@gmail.com,312838859,2025-07-04,activo
545,Paula Cortes,1,4,Medellin,cliente545@gmail.com,311447065,2025-04-18,activo
546,Andrea Jimenez,1,5,Cali,cliente546@gmail.com,314817541,2026-03-24,activo
547,Camila Cortes,1,5,Ibague,cliente547@gmail.com,313860717,2026-02-04,activo
548,Diego Rivera,1,3,Cucuta,cliente548@gmail.com,313479264,2024-08-23,activo
549,Importadora Global #88,3,4,Medellin,cliente549@empresa.com.co,301529665,2026-02-23,activo
550,Grupo Empresarial Sur #90,3,4,Cartagena,cliente550@empresa.com.co,304200829,2025-12-21,activo
551,Andres Gutierrez,1,4,Bogota,cliente551@gmail.com,318025967,2025-03-18,activo
552,Santiago Suarez,1,3,Barranquilla,cliente552@gmail.com,324420734,2025-02-05,activo
553,Comercializadora La 70 #33,5,5,Barranquilla,cliente553@empresa.com.co,328912226,2026-01-14,activo
554,Camila Garcia,1,5,Pereira,cliente554@gmail.com,324478616,2026-03-27,activo
555,Catalina Castro,1,2,Cali,cliente555@gmail.com,329025733,2025-12-03,inactivo
556,Diego Ortiz,1,5,Cali,cliente556@gmail.com,313905518,2025-03-15,activo
557,Carlos Pena,1,3,Medellin,cliente557@gmail.com,316943949,2024-07-20,activo
558,Mateo Rivera,1,5,Bogota,cliente558@gmail.com,314225657,2026-04-25,activo
559,Daniela Vargas,1,5,Ibague,cliente559@gmail.com,326007984,2025-04-08,activo
560,Daniela Morales,1,5,Cali,cliente560@gmail.com,314477544,2025-04-13,activo
561,Natalia Castro,1,1,Barranquilla,cliente561@gmail.com,316851946,2024-11-03,inactivo
562,Catalina Vargas,1,5,Barranquilla,cliente562@gmail.com,313044708,2024-09-18,activo
563,Nicolas Pena,1,4,Cartagena,cliente563@gmail.com,317619156,2025-04-28,activo
564,Mariana Garcia,1,1,Ibague,cliente564@gmail.com,311705758,2024-07-12,activo
565,Sofia Martinez,1,3,Ibague,cliente565@gmail.com,318421839,2024-11-20,activo
566,Mateo Jimenez,1,5,Bogota,cliente566@gmail.com,304390138,2025-01-05,activo
567,Catalina Vargas,1,5,Barranquilla,cliente567@gmail.com,325557052,2024-07-15,activo
568,Santiago Lopez,1,5,Ibague,cliente568@gmail.com,325014486,2026-01-08,activo
569,Daniela Rodriguez,1,5,Bogota,cliente569@gmail.com,329909397,2025-08-24,activo
570,Daniela Torres,1,4,Medellin,cliente570@gmail.com,302681042,2024-09-03,activo
571,Totto El Tesoro #11,4,5,Medellin,cliente571@empresa.com.co,328925622,2024-10-19,activo
572,Valentina Garcia,1,4,Medellin,cliente572@gmail.com,303649811,2026-01-17,activo
573,Colegio Los Andes #84,2,3,Bucaramanga,cliente573@empresa.com.co,319010256,2024-06-08,activo
574,Sebastian Morales,1,5,Medellin,cliente574@gmail.com,315788474,2024-06-14,activo
575,Camila Martinez,1,5,Bucaramanga,cliente575@gmail.com,324896008,2024-09-07,activo
576,Catalina Rodriguez,1,2,Bogota,cliente576@gmail.com,308010946,2024-06-09,inactivo
577,Laura Rodriguez,1,5,Ibague,cliente577@gmail.com,319311162,2025-12-30,activo
578,Falabella #19,5,5,Medellin,cliente578@empresa.com.co,301155477,2024-08-19,activo
579,Sofia Cortes,1,5,Medellin,cliente579@gmail.com,322800206,2026-01-29,activo
580,Felipe Morales,1,5,Medellin,cliente580@gmail.com,319796605,2024-09-17,activo
581,Natalia Garcia,1,4,Bucaramanga,cliente581@gmail.com,328852085,2025-05-09,activo
582,Mateo Ramirez,1,4,Medellin,cliente582@gmail.com,306547958,2025-04-27,activo
583,Gimnasio Campestre #94,2,5,Manizales,cliente583@empresa.com.co,315316188,2026-04-19,activo
584,Gimnasio Campestre #2,2,4,Bogota,cliente584@empresa.com.co,326655803,2025-10-09,activo
585,Sofia Cortes,1,5,Bogota,cliente585@gmail.com,324240708,2026-01-27,activo
586,Laura Rivera,1,1,Manizales,cliente586@gmail.com,327802999,2025-04-29,inactivo
587,Paula Mendoza,1,5,Barranquilla,cliente587@gmail.com,312455218,2026-03-07,activo
588,David Lopez,1,5,Cali,cliente588@gmail.com,303359075,2024-07-18,activo
589,Natalia Castro,1,4,Bogota,cliente589@gmail.com,301114590,2025-11-13,activo
590,Mateo Ortiz,1,3,Barranquilla,cliente590@gmail.com,308494978,2024-07-01,activo
591,Mateo Castro,1,5,Bucaramanga,cliente591@gmail.com,311191859,2024-07-22,activo
592,Mateo Rojas,1,4,Bogota,cliente592@gmail.com,324964499,2026-04-20,activo
593,Colegio San Jose #86,2,3,Medellin,cliente593@empresa.com.co,308808032,2024-12-31,activo
594,Sofia Hernandez,1,4,Cartagena,cliente594@gmail.com,319430894,2025-09-20,activo
